TPXC30 Index,,,7203 JT Equity,,,7267 JT Equity,,,6758 JT Equity,,,7201 JT Equity,,,6752 JT Equity,,,6902 JT Equity,,,9984 JT Equity,,,9432 JT Equity,,,9433 JT Equity,,,9437 JT Equity,,,8306 JT Equity,,,8316 JT Equity,,,8411 JT Equity,,,8766 JT Equity,,,8604 JT Equity,,,6954 JT Equity,,,9020 JT Equity,,,8058 JT Equity,,,9022 JT Equity,,,8031 JT Equity,,,2914 JT Equity,,,3382 JT Equity,,,7751 JT Equity,,,6981 JT Equity,,,6501 JT Equity,,,4502 JT Equity,,,4503 JT Equity,,,8802 JT Equity,,,8801 JT Equity,,,4063 JT Equity,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2013/12/4,660.63,,2013/12/4,6280,,2013/12/4,4230,,2013/12/4,1845,,2013/12/4,912,,2013/12/4,1151,,2013/12/4,4990,,2013/12/4,8500,,2013/12/4,2555,,2013/12/4,2060,,2013/12/4,1643,,2013/12/4,648,,2013/12/4,4995,,2013/12/4,212,,2013/12/4,3355,,2013/12/4,788,,2013/12/4,16680,,2013/12/4,8170,,2013/12/4,1965,,2013/12/4,12270,,2013/12/4,1383,,2013/12/4,3430,,2013/12/4,3750,,2013/12/4,3325,,2013/12/4,8710,,2013/12/4,740,,2013/12/4,5040,,2013/12/4,1196,,2013/12/4,2780,,2013/12/4,3355,,2013/12/4,5780
2013/12/5,656.31,,2013/12/5,6220,,2013/12/5,4195,,2013/12/5,1824,,2013/12/5,880,,2013/12/5,1139,,2013/12/5,4900,,2013/12/5,8660,,2013/12/5,2580,,2013/12/5,2046.7,,2013/12/5,1623,,2013/12/5,643,,2013/12/5,4970,,2013/12/5,211,,2013/12/5,3310,,2013/12/5,782,,2013/12/5,16360,,2013/12/5,8100,,2013/12/5,1952,,2013/12/5,12050,,2013/12/5,1371,,2013/12/5,3440,,2013/12/5,3740,,2013/12/5,3295,,2013/12/5,8700,,2013/12/5,736,,2013/12/5,4995,,2013/12/5,1192,,2013/12/5,2742,,2013/12/5,3360,,2013/12/5,5710
2013/12/6,659.11,,2013/12/6,6220,,2013/12/6,4245,,2013/12/6,1838,,2013/12/6,897,,2013/12/6,1173,,2013/12/6,4915,,2013/12/6,8710,,2013/12/6,2575,,2013/12/6,2030,,2013/12/6,1619,,2013/12/6,643,,2013/12/6,4995,,2013/12/6,212,,2013/12/6,3325,,2013/12/6,786,,2013/12/6,16530,,2013/12/6,8160,,2013/12/6,1954,,2013/12/6,12120,,2013/12/6,1379,,2013/12/6,3415,,2013/12/6,3740,,2013/12/6,3285,,2013/12/6,8770,,2013/12/6,740,,2013/12/6,5070,,2013/12/6,1196,,2013/12/6,2743,,2013/12/6,3370,,2013/12/6,5750
2013/12/9,668.73,,2013/12/9,6300,,2013/12/9,4295,,2013/12/9,1862,,2013/12/9,903,,2013/12/9,1187,,2013/12/9,5100,,2013/12/9,8900,,2013/12/9,2605,,2013/12/9,2113.3,,2013/12/9,1653,,2013/12/9,650,,2013/12/9,5050,,2013/12/9,214,,2013/12/9,3360,,2013/12/9,791,,2013/12/9,16950,,2013/12/9,8250,,2013/12/9,1986,,2013/12/9,12260,,2013/12/9,1386,,2013/12/9,3500,,2013/12/9,3770,,2013/12/9,3325,,2013/12/9,8940,,2013/12/9,762,,2013/12/9,5120,,2013/12/9,1218,,2013/12/9,2748,,2013/12/9,3365,,2013/12/9,5930
2013/12/10,668.42,,2013/12/10,6270,,2013/12/10,4250,,2013/12/10,1826,,2013/12/10,910,,2013/12/10,1175,,2013/12/10,5140,,2013/12/10,8900,,2013/12/10,2605,,2013/12/10,2116.7,,2013/12/10,1648,,2013/12/10,651,,2013/12/10,5030,,2013/12/10,214,,2013/12/10,3365,,2013/12/10,787,,2013/12/10,16920,,2013/12/10,8250,,2013/12/10,1997,,2013/12/10,12210,,2013/12/10,1397,,2013/12/10,3525,,2013/12/10,3775,,2013/12/10,3305,,2013/12/10,9090,,2013/12/10,759,,2013/12/10,5120,,2013/12/10,1210,,2013/12/10,2808,,2013/12/10,3415,,2013/12/10,5910
2013/12/11,666.1,,2013/12/11,6220,,2013/12/11,4215,,2013/12/11,1823,,2013/12/11,897,,2013/12/11,1178,,2013/12/11,5120,,2013/12/11,9060,,2013/12/11,2635,,2013/12/11,2116.7,,2013/12/11,1654,,2013/12/11,644,,2013/12/11,5000,,2013/12/11,213,,2013/12/11,3350,,2013/12/11,783,,2013/12/11,16780,,2013/12/11,8280,,2013/12/11,1999,,2013/12/11,12250,,2013/12/11,1388,,2013/12/11,3530,,2013/12/11,3755,,2013/12/11,3300,,2013/12/11,9020,,2013/12/11,749,,2013/12/11,5140,,2013/12/11,1204,,2013/12/11,2784,,2013/12/11,3385,,2013/12/11,5870
2013/12/12,663.42,,2013/12/12,6170,,2013/12/12,4165,,2013/12/12,1818,,2013/12/12,893,,2013/12/12,1162,,2013/12/12,5050,,2013/12/12,8960,,2013/12/12,2720,,2013/12/12,2136.7,,2013/12/12,1660,,2013/12/12,641,,2013/12/12,5020,,2013/12/12,212,,2013/12/12,3335,,2013/12/12,778,,2013/12/12,16680,,2013/12/12,8170,,2013/12/12,1987,,2013/12/12,12060,,2013/12/12,1370,,2013/12/12,3515,,2013/12/12,3770,,2013/12/12,3275,,2013/12/12,9030,,2013/12/12,753,,2013/12/12,5080,,2013/12/12,1184,,2013/12/12,2799,,2013/12/12,3420,,2013/12/12,5800
2013/12/13,662.1,,2013/12/13,6180,,2013/12/13,4175,,2013/12/13,1813,,2013/12/13,889,,2013/12/13,1158,,2013/12/13,5100,,2013/12/13,8900,,2013/12/13,2675,,2013/12/13,2100,,2013/12/13,1650,,2013/12/13,635,,2013/12/13,5030,,2013/12/13,211,,2013/12/13,3325,,2013/12/13,777,,2013/12/13,16910,,2013/12/13,8180,,2013/12/13,1969,,2013/12/13,12000,,2013/12/13,1355,,2013/12/13,3525,,2013/12/13,3760,,2013/12/13,3275,,2013/12/13,8950,,2013/12/13,753,,2013/12/13,5090,,2013/12/13,1188,,2013/12/13,2801,,2013/12/13,3405,,2013/12/13,5880
2013/12/16,653.88,,2013/12/16,6060,,2013/12/16,4060,,2013/12/16,1794,,2013/12/16,871,,2013/12/16,1140,,2013/12/16,4985,,2013/12/16,8620,,2013/12/16,2760,,2013/12/16,2093.3,,2013/12/16,1648,,2013/12/16,631,,2013/12/16,4995,,2013/12/16,210,,2013/12/16,3280,,2013/12/16,765,,2013/12/16,17020,,2013/12/16,8060,,2013/12/16,1928,,2013/12/16,11840,,2013/12/16,1343,,2013/12/16,3435,,2013/12/16,3740,,2013/12/16,3255,,2013/12/16,8870,,2013/12/16,750,,2013/12/16,5010,,2013/12/16,1160,,2013/12/16,2790,,2013/12/16,3390,,2013/12/16,5790
2013/12/17,658.04,,2013/12/17,6100,,2013/12/17,4090,,2013/12/17,1775,,2013/12/17,865,,2013/12/17,1170,,2013/12/17,5080,,2013/12/17,8770,,2013/12/17,2725,,2013/12/17,2083.3,,2013/12/17,1661,,2013/12/17,633,,2013/12/17,5030,,2013/12/17,210,,2013/12/17,3300,,2013/12/17,761,,2013/12/17,17300,,2013/12/17,8220,,2013/12/17,1939,,2013/12/17,12020,,2013/12/17,1363,,2013/12/17,3440,,2013/12/17,3840,,2013/12/17,3265,,2013/12/17,8860,,2013/12/17,752,,2013/12/17,5040,,2013/12/17,1154,,2013/12/17,2808,,2013/12/17,3385,,2013/12/17,5820
2013/12/18,670.57,,2013/12/18,6200,,2013/12/18,4215,,2013/12/18,1780,,2013/12/18,890,,2013/12/18,1183,,2013/12/18,5140,,2013/12/18,8930,,2013/12/18,2740,,2013/12/18,2116.7,,2013/12/18,1669,,2013/12/18,649,,2013/12/18,5180,,2013/12/18,214,,2013/12/18,3365,,2013/12/18,772,,2013/12/18,17940,,2013/12/18,8330,,2013/12/18,1950,,2013/12/18,12190,,2013/12/18,1388,,2013/12/18,3490,,2013/12/18,3895,,2013/12/18,3315,,2013/12/18,8990,,2013/12/18,768,,2013/12/18,5050,,2013/12/18,1192,,2013/12/18,2905,,2013/12/18,3450,,2013/12/18,5950
2013/12/19,677.89,,2013/12/19,6200,,2013/12/19,4260,,2013/12/19,1820,,2013/12/19,892,,2013/12/19,1213,,2013/12/19,5220,,2013/12/19,8930,,2013/12/19,2745,,2013/12/19,2113.3,,2013/12/19,1681,,2013/12/19,660,,2013/12/19,5290,,2013/12/19,214,,2013/12/19,3420,,2013/12/19,780,,2013/12/19,18680,,2013/12/19,8330,,2013/12/19,1954,,2013/12/19,12250,,2013/12/19,1400,,2013/12/19,3475,,2013/12/19,4040,,2013/12/19,3325,,2013/12/19,9060,,2013/12/19,769,,2013/12/19,5070,,2013/12/19,1222,,2013/12/19,2991,,2013/12/19,3585,,2013/12/19,6040
2013/12/20,675.64,,2013/12/20,6170,,2013/12/20,4300,,2013/12/20,1827,,2013/12/20,871,,2013/12/20,1215,,2013/12/20,5200,,2013/12/20,8920,,2013/12/20,2745,,2013/12/20,2060,,2013/12/20,1687,,2013/12/20,654,,2013/12/20,5280,,2013/12/20,214,,2013/12/20,3425,,2013/12/20,776,,2013/12/20,18800,,2013/12/20,8270,,2013/12/20,1967,,2013/12/20,12250,,2013/12/20,1400,,2013/12/20,3365,,2013/12/20,4050,,2013/12/20,3325,,2013/12/20,9050,,2013/12/20,765,,2013/12/20,5020,,2013/12/20,1208,,2013/12/20,3020,,2013/12/20,3590,,2013/12/20,6080
2013/12/24,673.8,,2013/12/24,6150,,2013/12/24,4270,,2013/12/24,1804,,2013/12/24,869,,2013/12/24,1195,,2013/12/24,5290,,2013/12/24,8810,,2013/12/24,2735,,2013/12/24,2123.3,,2013/12/24,1679,,2013/12/24,654,,2013/12/24,5260,,2013/12/24,212,,2013/12/24,3440,,2013/12/24,767,,2013/12/24,19130,,2013/12/24,8260,,2013/12/24,1962,,2013/12/24,12160,,2013/12/24,1400,,2013/12/24,3290,,2013/12/24,3965,,2013/12/24,3355,,2013/12/24,9080,,2013/12/24,765,,2013/12/24,5010,,2013/12/24,1212,,2013/12/24,2997,,2013/12/24,3595,,2013/12/24,6030
2013/12/25,674.1,,2013/12/25,6160,,2013/12/25,4275,,2013/12/25,1792,,2013/12/25,872,,2013/12/25,1199,,2013/12/25,5270,,2013/12/25,8770,,2013/12/25,2730,,2013/12/25,2163.3,,2013/12/25,1673,,2013/12/25,654,,2013/12/25,5240,,2013/12/25,211,,2013/12/25,3430,,2013/12/25,770,,2013/12/25,19130,,2013/12/25,8180,,2013/12/25,1950,,2013/12/25,12160,,2013/12/25,1395,,2013/12/25,3335,,2013/12/25,4025,,2013/12/25,3375,,2013/12/25,9030,,2013/12/25,763,,2013/12/25,5010,,2013/12/25,1216,,2013/12/25,2989,,2013/12/25,3620,,2013/12/25,6050
2013/12/26,685.71,,2013/12/26,6340,,2013/12/26,4295,,2013/12/26,1797,,2013/12/26,879,,2013/12/26,1204,,2013/12/26,5380,,2013/12/26,9070,,2013/12/26,2750,,2013/12/26,2146.7,,2013/12/26,1689,,2013/12/26,669,,2013/12/26,5360,,2013/12/26,216,,2013/12/26,3480,,2013/12/26,806,,2013/12/26,19380,,2013/12/26,8250,,2013/12/26,1974,,2013/12/26,12210,,2013/12/26,1414,,2013/12/26,3405,,2013/12/26,4090,,2013/12/26,3295,,2013/12/26,9190,,2013/12/26,788,,2013/12/26,5100,,2013/12/26,1216,,2013/12/26,3045,,2013/12/26,3670,,2013/12/26,6120
2013/12/27,690.22,,2013/12/27,6390,,2013/12/27,4300,,2013/12/27,1785,,2013/12/27,882,,2013/12/27,1215,,2013/12/27,5510,,2013/12/27,9220,,2013/12/27,2765,,2013/12/27,2146.7,,2013/12/27,1710,,2013/12/27,677,,2013/12/27,5410,,2013/12/27,221,,2013/12/27,3510,,2013/12/27,808,,2013/12/27,19120,,2013/12/27,8290,,2013/12/27,1979,,2013/12/27,12230,,2013/12/27,1431,,2013/12/27,3435,,2013/12/27,4190,,2013/12/27,3300,,2013/12/27,9270,,2013/12/27,790,,2013/12/27,4835,,2013/12/27,1226,,2013/12/27,3085,,2013/12/27,3710,,2013/12/27,6130
2013/12/30,696.54,,2013/12/30,6420,,2013/12/30,4330,,2013/12/30,1826,,2013/12/30,884,,2013/12/30,1224,,2013/12/30,5550,,2013/12/30,9200,,2013/12/30,2830,,2013/12/30,2156.7,,2013/12/30,1725,,2013/12/30,694,,2013/12/30,5420,,2013/12/30,228,,2013/12/30,3515,,2013/12/30,809,,2013/12/30,19250,,2013/12/30,8380,,2013/12/30,2017,,2013/12/30,12380,,2013/12/30,1465,,2013/12/30,3420,,2013/12/30,4180,,2013/12/30,3330,,2013/12/30,9340,,2013/12/30,796,,2013/12/30,4825,,2013/12/30,1246,,2013/12/30,3145,,2013/12/30,3785,,2013/12/30,6140
2014/1/6,688.93,,2014/1/6,6300,,2014/1/6,4275,,2014/1/6,1802,,2014/1/6,898,,2014/1/6,1254,,2014/1/6,5500,,2014/1/6,8880,,2014/1/6,2785,,2014/1/6,2093.3,,2014/1/6,1711,,2014/1/6,686,,2014/1/6,5430,,2014/1/6,228,,2014/1/6,3465,,2014/1/6,799,,2014/1/6,18600,,2014/1/6,8300,,2014/1/6,2018,,2014/1/6,12320,,2014/1/6,1462,,2014/1/6,3425,,2014/1/6,4190,,2014/1/6,3300,,2014/1/6,9340,,2014/1/6,820,,2014/1/6,4815,,2014/1/6,1222,,2014/1/6,3080,,2014/1/6,3705,,2014/1/6,6060
2014/1/7,685,,2014/1/7,6270,,2014/1/7,4230,,2014/1/7,1800,,2014/1/7,896,,2014/1/7,1270,,2014/1/7,5460,,2014/1/7,8920,,2014/1/7,2765,,2014/1/7,2150,,2014/1/7,1704,,2014/1/7,677,,2014/1/7,5370,,2014/1/7,226,,2014/1/7,3370,,2014/1/7,788,,2014/1/7,18430,,2014/1/7,8170,,2014/1/7,1996,,2014/1/7,12390,,2014/1/7,1453,,2014/1/7,3375,,2014/1/7,4225,,2014/1/7,3275,,2014/1/7,9380,,2014/1/7,825,,2014/1/7,4800,,2014/1/7,1234,,2014/1/7,3045,,2014/1/7,3665,,2014/1/7,5980
2014/1/8,695.69,,2014/1/8,6300,,2014/1/8,4280,,2014/1/8,1825,,2014/1/8,935,,2014/1/8,1290,,2014/1/8,5550,,2014/1/8,8990,,2014/1/8,2845,,2014/1/8,2166.7,,2014/1/8,1706,,2014/1/8,692,,2014/1/8,5440,,2014/1/8,234,,2014/1/8,3400,,2014/1/8,824,,2014/1/8,18870,,2014/1/8,8190,,2014/1/8,2017,,2014/1/8,12420,,2014/1/8,1480,,2014/1/8,3290,,2014/1/8,4480,,2014/1/8,3330,,2014/1/8,9580,,2014/1/8,852,,2014/1/8,4820,,2014/1/8,1284,,2014/1/8,3070,,2014/1/8,3695,,2014/1/8,6010
2014/1/9,688.82,,2014/1/9,6270,,2014/1/9,4260,,2014/1/9,1894,,2014/1/9,932,,2014/1/9,1315,,2014/1/9,5530,,2014/1/9,8920,,2014/1/9,2810,,2014/1/9,2100,,2014/1/9,1715,,2014/1/9,681,,2014/1/9,5350,,2014/1/9,232,,2014/1/9,3410,,2014/1/9,823,,2014/1/9,18320,,2014/1/9,8170,,2014/1/9,1998,,2014/1/9,12240,,2014/1/9,1470,,2014/1/9,3180,,2014/1/9,4440,,2014/1/9,3265,,2014/1/9,9850,,2014/1/9,843,,2014/1/9,4815,,2014/1/9,1276,,2014/1/9,2990,,2014/1/9,3660,,2014/1/9,5880
2014/1/10,689.3,,2014/1/10,6290,,2014/1/10,4265,,2014/1/10,1835,,2014/1/10,942,,2014/1/10,1338,,2014/1/10,5590,,2014/1/10,9020,,2014/1/10,2830,,2014/1/10,2086.7,,2014/1/10,1749,,2014/1/10,686,,2014/1/10,5380,,2014/1/10,237,,2014/1/10,3355,,2014/1/10,819,,2014/1/10,17800,,2014/1/10,8130,,2014/1/10,1994,,2014/1/10,12230,,2014/1/10,1473,,2014/1/10,3195,,2014/1/10,4395,,2014/1/10,3235,,2014/1/10,9860,,2014/1/10,846,,2014/1/10,4820,,2014/1/10,1260,,2014/1/10,2942,,2014/1/10,3615,,2014/1/10,5860
2014/1/14,674.11,,2014/1/14,6144,,2014/1/14,4115,,2014/1/14,1793,,2014/1/14,938,,2014/1/14,1319,,2014/1/14,5466,,2014/1/14,8741,,2014/1/14,2793,,2014/1/14,2069.7,,2014/1/14,1733,,2014/1/14,667,,2014/1/14,5249,,2014/1/14,232,,2014/1/14,3265,,2014/1/14,791,,2014/1/14,17270,,2014/1/14,7940,,2014/1/14,1968,,2014/1/14,11985,,2014/1/14,1453,,2014/1/14,3172,,2014/1/14,4267,,2014/1/14,3210,,2014/1/14,9564,,2014/1/14,833,,2014/1/14,4782,,2014/1/14,1205.4,,2014/1/14,2869,,2014/1/14,3501,,2014/1/14,5750
2014/1/15,685.69,,2014/1/15,6235,,2014/1/15,4150,,2014/1/15,1808,,2014/1/15,942,,2014/1/15,1368,,2014/1/15,5579,,2014/1/15,8863,,2014/1/15,2808.5,,2014/1/15,2111.7,,2014/1/15,1721,,2014/1/15,675,,2014/1/15,5395,,2014/1/15,234,,2014/1/15,3361,,2014/1/15,801,,2014/1/15,17800,,2014/1/15,8206,,2014/1/15,2002,,2014/1/15,12345,,2014/1/15,1472,,2014/1/15,3221,,2014/1/15,4349,,2014/1/15,3224,,2014/1/15,10060,,2014/1/15,867,,2014/1/15,4840,,2014/1/15,1236.4,,2014/1/15,2951,,2014/1/15,3638,,2014/1/15,5849
2014/1/16,685.24,,2014/1/16,6261,,2014/1/16,4183,,2014/1/16,1804,,2014/1/16,959,,2014/1/16,1358,,2014/1/16,5678,,2014/1/16,8890,,2014/1/16,2838,,2014/1/16,2096.7,,2014/1/16,1737,,2014/1/16,673,,2014/1/16,5352,,2014/1/16,230,,2014/1/16,3384,,2014/1/16,800,,2014/1/16,17610,,2014/1/16,8243,,2014/1/16,1994,,2014/1/16,12215,,2014/1/16,1458,,2014/1/16,3220,,2014/1/16,4313,,2014/1/16,3253,,2014/1/16,10180,,2014/1/16,856,,2014/1/16,4844,,2014/1/16,1232.8,,2014/1/16,2924,,2014/1/16,3597,,2014/1/16,5830
2014/1/17,685.01,,2014/1/17,6200,,2014/1/17,4141,,2014/1/17,1780,,2014/1/17,958,,2014/1/17,1342,,2014/1/17,5668,,2014/1/17,8888,,2014/1/17,2913.5,,2014/1/17,2101.3,,2014/1/17,1738,,2014/1/17,679,,2014/1/17,5374,,2014/1/17,232,,2014/1/17,3336,,2014/1/17,799,,2014/1/17,17435,,2014/1/17,8244,,2014/1/17,2011,,2014/1/17,12200,,2014/1/17,1479,,2014/1/17,3186,,2014/1/17,4288,,2014/1/17,3247,,2014/1/17,10070,,2014/1/17,861,,2014/1/17,4866,,2014/1/17,1227.6,,2014/1/17,2944,,2014/1/17,3628,,2014/1/17,5877
2014/1/20,683.17,,2014/1/20,6206,,2014/1/20,4156,,2014/1/20,1767,,2014/1/20,962,,2014/1/20,1316,,2014/1/20,5657,,2014/1/20,8838,,2014/1/20,2925.5,,2014/1/20,2073,,2014/1/20,1733,,2014/1/20,676,,2014/1/20,5359,,2014/1/20,234,,2014/1/20,3291,,2014/1/20,794,,2014/1/20,17520,,2014/1/20,8149,,2014/1/20,2020,,2014/1/20,12220,,2014/1/20,1494,,2014/1/20,3200,,2014/1/20,4229,,2014/1/20,3216,,2014/1/20,10070,,2014/1/20,858,,2014/1/20,4845,,2014/1/20,1221.2,,2014/1/20,2902,,2014/1/20,3581,,2014/1/20,5825
2014/1/21,684.29,,2014/1/21,6300,,2014/1/21,4129,,2014/1/21,1771,,2014/1/21,961,,2014/1/21,1288,,2014/1/21,5662,,2014/1/21,8874,,2014/1/21,2905.5,,2014/1/21,2133,,2014/1/21,1746,,2014/1/21,671,,2014/1/21,5284,,2014/1/21,232,,2014/1/21,3303,,2014/1/21,792,,2014/1/21,17860,,2014/1/21,8075,,2014/1/21,2005,,2014/1/21,12100,,2014/1/21,1486,,2014/1/21,3231,,2014/1/21,4264,,2014/1/21,3215,,2014/1/21,10225,,2014/1/21,865,,2014/1/21,4837,,2014/1/21,1242,,2014/1/21,2892,,2014/1/21,3605,,2014/1/21,5858
2014/1/22,685.76,,2014/1/22,6340,,2014/1/22,4121,,2014/1/22,1756,,2014/1/22,958,,2014/1/22,1256,,2014/1/22,5600,,2014/1/22,8845,,2014/1/22,2899,,2014/1/22,2116.7,,2014/1/22,1734,,2014/1/22,679,,2014/1/22,5338,,2014/1/22,234,,2014/1/22,3299,,2014/1/22,794,,2014/1/22,17900,,2014/1/22,8082,,2014/1/22,2011,,2014/1/22,12220,,2014/1/22,1481,,2014/1/22,3235,,2014/1/22,4240,,2014/1/22,3240,,2014/1/22,10240,,2014/1/22,859,,2014/1/22,4865,,2014/1/22,1264.2,,2014/1/22,2877,,2014/1/22,3628,,2014/1/22,5856
2014/1/23,678.97,,2014/1/23,6256,,2014/1/23,4095,,2014/1/23,1764,,2014/1/23,934,,2014/1/23,1275,,2014/1/23,5618,,2014/1/23,8539,,2014/1/23,2892,,2014/1/23,2072,,2014/1/23,1731,,2014/1/23,673,,2014/1/23,5267,,2014/1/23,237,,2014/1/23,3278,,2014/1/23,788,,2014/1/23,17750,,2014/1/23,7950,,2014/1/23,1996,,2014/1/23,11960,,2014/1/23,1470,,2014/1/23,3227,,2014/1/23,4184,,2014/1/23,3214,,2014/1/23,10350,,2014/1/23,846,,2014/1/23,4842,,2014/1/23,1240.8,,2014/1/23,2837,,2014/1/23,3593,,2014/1/23,5805
2014/1/24,665.96,,2014/1/24,6170,,2014/1/24,3995,,2014/1/24,1763,,2014/1/24,932,,2014/1/24,1228,,2014/1/24,5530,,2014/1/24,8242,,2014/1/24,2855.5,,2014/1/24,2042.3,,2014/1/24,1704,,2014/1/24,660,,2014/1/24,5120,,2014/1/24,232,,2014/1/24,3203,,2014/1/24,777,,2014/1/24,17220,,2014/1/24,7864,,2014/1/24,1980,,2014/1/24,11530,,2014/1/24,1445,,2014/1/24,3173,,2014/1/24,4109,,2014/1/24,3168,,2014/1/24,10050,,2014/1/24,817,,2014/1/24,4803,,2014/1/24,1218.2,,2014/1/24,2801,,2014/1/24,3528,,2014/1/24,5710
2014/1/27,648.38,,2014/1/27,6039,,2014/1/27,3920,,2014/1/27,1711,,2014/1/27,908,,2014/1/27,1188,,2014/1/27,5426,,2014/1/27,8120,,2014/1/27,2754,,2014/1/27,1988.3,,2014/1/27,1659,,2014/1/27,637,,2014/1/27,4964,,2014/1/27,226,,2014/1/27,3089,,2014/1/27,749,,2014/1/27,16780,,2014/1/27,7705,,2014/1/27,1926,,2014/1/27,11175,,2014/1/27,1410,,2014/1/27,3128,,2014/1/27,4070,,2014/1/27,3089,,2014/1/27,9911,,2014/1/27,786,,2014/1/27,4738,,2014/1/27,1188,,2014/1/27,2698,,2014/1/27,3386,,2014/1/27,5595
2014/1/28,644.03,,2014/1/28,6018,,2014/1/28,3886,,2014/1/28,1665,,2014/1/28,902,,2014/1/28,1205,,2014/1/28,5420,,2014/1/28,7922,,2014/1/28,2726,,2014/1/28,1927,,2014/1/28,1631,,2014/1/28,635,,2014/1/28,4960,,2014/1/28,222,,2014/1/28,3073,,2014/1/28,747,,2014/1/28,16880,,2014/1/28,7696,,2014/1/28,1912,,2014/1/28,11000,,2014/1/28,1394,,2014/1/28,3068,,2014/1/28,4120,,2014/1/28,3049,,2014/1/28,9878,,2014/1/28,768,,2014/1/28,4738,,2014/1/28,1200,,2014/1/28,2677,,2014/1/28,3410,,2014/1/28,5606
2014/1/29,658.08,,2014/1/29,6136,,2014/1/29,4004,,2014/1/29,1690,,2014/1/29,914,,2014/1/29,1235,,2014/1/29,5569,,2014/1/29,7819,,2014/1/29,2770,,2014/1/29,2014.7,,2014/1/29,1651,,2014/1/29,652,,2014/1/29,5095,,2014/1/29,224,,2014/1/29,3169,,2014/1/29,769,,2014/1/29,17440,,2014/1/29,7882,,2014/1/29,1948,,2014/1/29,11275,,2014/1/29,1409,,2014/1/29,3129,,2014/1/29,4231,,2014/1/29,3070,,2014/1/29,9998,,2014/1/29,811,,2014/1/29,4849,,2014/1/29,1277.2,,2014/1/29,2692,,2014/1/29,3478,,2014/1/29,5834
2014/1/30,641.53,,2014/1/30,5998,,2014/1/30,3903,,2014/1/30,1651,,2014/1/30,892,,2014/1/30,1200,,2014/1/30,5339,,2014/1/30,7675,,2014/1/30,2720.5,,2014/1/30,1971.3,,2014/1/30,1641,,2014/1/30,630,,2014/1/30,4823,,2014/1/30,217,,2014/1/30,3033,,2014/1/30,739,,2014/1/30,16790,,2014/1/30,7702,,2014/1/30,1905,,2014/1/30,11520,,2014/1/30,1389,,2014/1/30,3026,,2014/1/30,4170,,2014/1/30,3015,,2014/1/30,9636,,2014/1/30,794,,2014/1/30,4792,,2014/1/30,1284.6,,2014/1/30,2585,,2014/1/30,3308,,2014/1/30,5807
2014/1/31,639.05,,2014/1/31,5922,,2014/1/31,3893,,2014/1/31,1626,,2014/1/31,885,,2014/1/31,1184,,2014/1/31,5339,,2014/1/31,7563,,2014/1/31,2780.5,,2014/1/31,1901.7,,2014/1/31,1663,,2014/1/31,623,,2014/1/31,4824,,2014/1/31,219,,2014/1/31,3034,,2014/1/31,725,,2014/1/31,16770,,2014/1/31,7632,,2014/1/31,1903,,2014/1/31,11320,,2014/1/31,1385,,2014/1/31,3197,,2014/1/31,4102,,2014/1/31,3006,,2014/1/31,9604,,2014/1/31,792,,2014/1/31,4793,,2014/1/31,1279.6,,2014/1/31,2545,,2014/1/31,3289,,2014/1/31,5763
2014/2/3,624.65,,2014/2/3,5831,,2014/2/3,3806,,2014/2/3,1581,,2014/2/3,873,,2014/2/3,1139,,2014/2/3,5215,,2014/2/3,7064,,2014/2/3,2680.5,,2014/2/3,1862,,2014/2/3,1605,,2014/2/3,607,,2014/2/3,4641,,2014/2/3,211,,2014/2/3,2965,,2014/2/3,701,,2014/2/3,17315,,2014/2/3,7629,,2014/2/3,1872,,2014/2/3,11280,,2014/2/3,1368,,2014/2/3,3135,,2014/2/3,3986,,2014/2/3,2995,,2014/2/3,9291,,2014/2/3,787,,2014/2/3,4755,,2014/2/3,1261,,2014/2/3,2471,,2014/2/3,3229,,2014/2/3,5735
2014/2/4,600.17,,2014/2/4,5500,,2014/2/4,3565,,2014/2/4,1530,,2014/2/4,832,,2014/2/4,1061,,2014/2/4,5017,,2014/2/4,7211,,2014/2/4,2566,,2014/2/4,1810.7,,2014/2/4,1530,,2014/2/4,584,,2014/2/4,4504,,2014/2/4,203,,2014/2/4,2835,,2014/2/4,667,,2014/2/4,16520,,2014/2/4,7364,,2014/2/4,1767,,2014/2/4,10800,,2014/2/4,1315,,2014/2/4,3070,,2014/2/4,3836,,2014/2/4,2900,,2014/2/4,8597,,2014/2/4,749,,2014/2/4,4657,,2014/2/4,1219.2,,2014/2/4,2414,,2014/2/4,3103,,2014/2/4,5481
